id,claim,label,evidence
3572,Exploratory analysis of immunization records highlights increased sars-cov-2 rates in individuals with recent non-covid-19 vaccinations,REFUTED,"['Furthermore, age, race/ethnicity, and blood group stratified analyses reveal significantly lower SARS-CoV-2 rate among black individuals who have taken the PCV13 vaccine, with relative risk of 0.45 at the 5 year time horizon (n: 653, 95% CI: (0.32, 0.64), p-value: 6.9e-05).', 'We find that polio, Hemophilus influenzae type-B (HIB), measles-mumps-rubella (MMR), varicella, pneumococcal conjugate (PCV13), geriatric flu, and hepatitis A / hepatitis B (HepA-HepB) vaccines administered in the past 1, 2, and 5 years are associated with decreased SARS-CoV-2 infection rates, even after adjusting for geographic SARS-CoV-2 incidence and testing rates, demographics, comorbidities, and number of other vaccinations.', 'These findings suggest that additional pre-clinical and clinical studies are warranted to assess the protective effects of existing non-COVID-19 vaccines and explore underlying immunologic mechanisms.']"
1313,Blood test detects new infections with new coronavirus,REFUTED,"['A new clinical blood test will start being conducted at the UW Medicine Virology Lab, beginning next week, to check people for past infection with SARS-CoV-2.', 'It could spot a past infection with this new coronavirus and not confuse it with other viruses, including other respiratory coronaviruses.', 'The test looks for the presence of an antibody, called IgG, which people produce in fending off the pandemic coronavirus.']"
2099,No presence of sars-cov-2 viral rna in faecal samples,REFUTED,"['Further research into the viability and infectivity of SARS-CoV-2 in faeces is required.', 'Patients with suspected SARS-CoV-2 were confirmed after two sequential positive respiratory tract sample results.', ""Our data suggest the possibility of extended duration of viral shedding in faeces, for nearly 5 weeks after the patients' respiratory samples tested negative for SARS-CoV-2 RNA."", ""Here, we observed that for over half of patients, their faecal samples remained positive for SARS-CoV-2 RNA for a mean of 11·2 days after respiratory tract samples became negative for SARS-CoV-2 RNA, implying that the virus is actively replicating in the patient's gastrointestinal tract and that faecaloral transmission could occur after viral clearance in the respiratory tract.""]"
1649,Young kids could reduce covid-19 as much as older children and adults,REFUTED,"['Findings, published in JAMA Pediatrics, point to the possibility that the youngest children transmit the virus as much as other age groups.', '""Our study was not designed to prove that younger children spread COVID-19 as much as adults, but it is a possibility,"" says Dr. Heald-Sargent.', 'The ability of younger children to spread COVID-19 may have been under-recognized given the rapid and sustained closure of schools and daycare during the pandemic.', '""We found that children under 5 with COVID-19 have a higher viral load than older children and adults, which may suggest greater transmission, as we see with respiratory syncytial virus, also known as RSV,"" says lead author Taylor Heald-Sargent, MD, PhD, pediatric infectious diseases specialist at Lurie Children\'s and Assistant Professor of Pediatrics at Northwestern University Feinberg School of Medicine.']"
1759,Neutralizing antibodies correlate with protection from sars-cov-2 in mice during a fishery vessel outbreak with a high attack rate,REFUTED,"['This difference is statistically significant (Table 2, Fishers exact test, P = 0.002), indicating that preexisting neutralizing antibodies are significantly associated with protection against SARS-CoV-2 infection.']"
2414,Redirect receives fda eua on 8/15,REFUTED,"['While FDA has seen variable performance in tests using saliva, Yale School of Public Health submitted data with its EUA request from which the FDA determined that Yales test meets the criteria for emergency authorization when used to test saliva samples for SARS-CoV-2, the virus that causes COVID-19 infection.', 'Additionally, the SalivaDirect methodology has been validated and authorized for use with different combinations of commonly used reagents and instruments, meaning the test could be used broadly in most high-complexity labs.', 'most accurate of currently available saliva tests at about 90% accuracy.']"
2092,De novo design of ace2 protein decoys to neutralize sars-cov-2,SUPPORTED,"['The designed proteins act as decoys that block cellular entry and aim to be resilient to viral mutational escape.', 'Future refinements to our strategy can enable the rapid development of other therapeutic de novo protein decoys, not limited to neutralizing viruses, but to combat any agent that explicitly interacts with cell surface proteins to cause disease.']"
3137,A potently neutralizing antibody protects mice against sars-cov-2 infection,SUPPORTED,"['In a murine model of SARS-CoV-2 infection, 2B04 protected challenged animals from weight loss, reduced lung viral load, and blocked systemic dissemination.', 'mAb 2B04 protects mice from morbidity in a murine model of SARS-CoV-2 infection.']"
2349,Speech by asymptomatic individuals may produce enough aerosolized particles to transmit infection,SUPPORTED,"['(SACRAMENTO)  Normal speech by individuals who are asymptomatic but infected with coronavirus may produce enough aerosolized particles to transmit the infection, according to aerosol scientists at the University of California, Davis.', 'The results confirmed that masks and face coverings are effective in reducing the spread of airborne particles.', '(Getty Images) Normal speech by individuals who are asymptomatic but infected with coronavirus may produce enough aerosolized particles to transmit the infection, according to aerosol scientists at the University of California, Davis.']"
1997,Clinical trials of monoclonal antibodies to prevent covid-19 now enrolling,SUPPORTED,['This network will allow us to test the safety and efficacy of monoclonal antibodies and other preventive measures to help identify how best to reduce the level of SARS-CoV-2 infection and ultimately end the COVID-19 pandemic. Monoclonal antibodies are laboratory-made versions of proteins naturally produced by the immune system in response to invading viruses or other pathogens.']
3865,Polish colleagues treats covid19 symptoms within 48h with amantadine.,REFUTED,"['Amantadine as a drug to mitigate the effects of COVID-19 https://www.sciencedirect.com/science/article/pii/S030698772030654X 2.', 'Amantadine Treatment for People with COVID-19 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7290190/ 3.', 'AVAILABLE SCHEME: > How to treat COVID-19 in 48 hours - scheme']"
450,National smoking rates correlate inversely with covid-19 mortality,SUPPORTED,"['Discussion These findings add support to the finding of an inverse relationship between current smoking and seriously symptomatic COVID-19.', 'Results A highly significant inverse correlation between current daily smoking prevalence and COVID-19 mortality rate was noted for the group of hot countries (R=-.718, p = .0002), cold countries (R=-.567, p=.0046), and the combined group (R=-.324, p=.0207).']"
3182,Furin cleavage of sars-cov-2 spike promotes but is not essential for infection and cell-cell fusion,SUPPORTED,"['Here we show that CRISPR- Cas9 knockout of furin reduces, but does not prevent, the production of infectious SARS-CoV-2 virus.', 'Comparing S processing in furin knockout cells to multibasic site mutants reveals that while loss of furin substantially reduces S1-S2 cleavage it does not prevent it.', 'Our results show that while furin promotes both SARS-CoV-2 infectivity and cell-cell spread it is not essential, suggesting furin inhibitors will not prevent viral spread.', 'We show that loss of furin in either donor or acceptor cells reduces, but does not prevent, TMPRSS2-dependent cell-cell fusion, unlike mutation of the multibasic site that completely prevents syncytia formation.']"
